Year,rank,Realized CEO compensation,Granted CEO compensation,Decades,rank1,Avg. Realized CEO compensation,Avg. Granted CEO compensation
2003,232,228.8,227,,,,
2004,232,265.7,235,,,,
2005,232,318.4,244.5,,,,
2006,232,328.2,244.1,,,,
2007,232,330.9,242,,,,
2008,232,206.7,219.4,,,,
2009,232,177.6,178.3,,,,
2010,232,213.1,202.8,,,,
2011,232,242.4,208.1,,,,
2012,232,371.7,201.3,,,,
2013,232,318.5,209.7,,,,
2014,232,326.6,217.2,,,,
2015,232,318.8,209.5,,,,
2016,232,271.6,205.8,,,,
2017,232,302.1,193.2,,,,
2018,232,293.3,212.3,,,,
2019,232,320,222.8,,,,
1965,233,21.1,15.4,,,,
1966,233,22.3,16.3,,,,
1967,233,23.6,17.3,,,,
1968,233,24.8,18.2,,,,
1969,233,24.6,18,,,,
1970,233,24.3,17.8,,,,
1971,233,24,17.6,,,,
1972,233,23.7,17.4,,,,
1973,233,23.4,17.2,,,,
1974,233,25,18.3,,,,
1975,233,26.6,19.5,,,,
1976,233,28.2,20.7,,,,
1977,233,29.8,21.8,,,,
1978,233,31.4,23,,,,
1979,233,34.1,25,,,,
1980,233,36.9,27,,,,
1981,233,39.6,29,,,,
1982,233,42.3,31,,,,
1983,233,45,33,,,,
1984,233,47.8,35,,,,
1985,233,50.5,37,,,,
1986,233,53.2,39,,,,
1987,233,55.9,41,,,,
1988,233,58.7,43,,,,
1989,233,61.4,45,,,,
1990,233,77.3,56.6,,,,
1991,233,93.1,68.2,,,,
1992,233,109,79.8,,,,
1993,233,108.6,99.6,,,,
1994,233,87.4,116.6,,,,
1995,233,117.6,131,,,,
1996,233,150.6,177,,,,
1997,233,223.4,234.1,,,,
1998,233,297.4,293.4,,,,
1999,233,266.1,284.4,,,,
2000,233,365.7,386.1,,,,
2001,233,210.6,322.6,,,,
2002,233,186.8,235,,,,
2003,233,228.8,227,,,,
2004,233,265.7,235,,,,
2005,233,318.4,244.5,,,,
2006,233,328.2,244.1,,,,
2007,233,330.9,242,,,,
2008,233,206.7,219.4,,,,
2009,233,177.6,178.3,,,,
2010,233,213.1,202.8,,,,
2011,233,242.4,208.1,,,,
2012,233,371.7,201.3,,,,
2013,233,318.5,209.7,,,,
2014,233,326.6,217.2,,,,
2015,233,318.8,209.5,,,,
2016,233,271.6,205.8,,,,
2017,233,302.1,193.2,,,,
2018,233,293.3,212.3,,,,
2019,233,320,222.8,,,,
1965,234,21.1,15.4,,,,
1966,234,22.3,16.3,,,,
1967,234,23.6,17.3,,,,
1968,234,24.8,18.2,,,,
1969,234,24.6,18,,,,
1970,234,24.3,17.8,,,,
1971,234,24,17.6,,,,
1972,234,23.7,17.4,,,,
1973,234,23.4,17.2,,,,
1974,234,25,18.3,,,,
1975,234,26.6,19.5,,,,
1976,234,28.2,20.7,,,,
1977,234,29.8,21.8,,,,
1978,234,31.4,23,,,,
1979,234,34.1,25,,,,
1980,234,36.9,27,,,,
1981,234,39.6,29,,,,
1982,234,42.3,31,,,,
1983,234,45,33,,,,
1984,234,47.8,35,,,,
1985,234,50.5,37,,,,
1986,234,53.2,39,,,,
1987,234,55.9,41,,,,
1988,234,58.7,43,,,,
1989,234,61.4,45,,,,
1990,234,77.3,56.6,,,,
1991,234,93.1,68.2,,,,
1992,234,109,79.8,,,,
1993,234,108.6,99.6,,,,
1994,234,87.4,116.6,,,,
1995,234,117.6,131,,,,
1996,234,150.6,177,,,,
1997,234,223.4,234.1,,,,
1998,234,297.4,293.4,,,,
1999,234,266.1,284.4,,,,
2000,234,365.7,386.1,,,,
2001,234,210.6,322.6,,,,
2002,234,186.8,235,,,,
2003,234,228.8,227,,,,
2004,234,265.7,235,,,,
2005,234,318.4,244.5,,,,
2006,234,328.2,244.1,,,,
2007,234,330.9,242,,,,
2008,234,206.7,219.4,,,,
2009,234,177.6,178.3,,,,
2010,234,213.1,202.8,,,,
2011,234,242.4,208.1,,,,
2012,234,371.7,201.3,,,,
2013,234,318.5,209.7,,,,
2014,234,326.6,217.2,,,,
2015,234,318.8,209.5,,,,
2016,234,271.6,205.8,,,,
2017,234,302.1,193.2,,,,
2018,234,293.3,212.3,,,,
2019,234,320,222.8,,,,
1965,235,21.1,15.4,,,,
1966,235,22.3,16.3,,,,
1967,235,23.6,17.3,,,,
1968,235,24.8,18.2,,,,
1969,235,24.6,18,,,,
1970,235,24.3,17.8,,,,
1971,235,24,17.6,,,,
1972,235,23.7,17.4,,,,
1973,235,23.4,17.2,,,,
1974,235,25,18.3,,,,
1975,235,26.6,19.5,,,,
1976,235,28.2,20.7,,,,
1977,235,29.8,21.8,,,,
1978,235,31.4,23,,,,
1979,235,34.1,25,,,,
1980,235,36.9,27,,,,
1981,235,39.6,29,,,,
1982,235,42.3,31,,,,
1983,235,45,33,,,,
1984,235,47.8,35,,,,
1985,235,50.5,37,,,,
1986,235,53.2,39,,,,
1987,235,55.9,41,,,,
1988,235,58.7,43,,,,
1989,235,61.4,45,,,,
1990,235,77.3,56.6,,,,
1991,235,93.1,68.2,,,,
1992,235,109,79.8,,,,
1993,235,108.6,99.6,,,,
1994,235,87.4,116.6,,,,
1995,235,117.6,131,,,,
1996,235,150.6,177,,,,
1997,235,223.4,234.1,,,,
1998,235,297.4,293.4,,,,
1999,235,266.1,284.4,,,,
2000,235,365.7,386.1,,,,
2001,235,210.6,322.6,,,,
2002,235,186.8,235,,,,
2003,235,228.8,227,,,,
2004,235,265.7,235,,,,
2005,235,318.4,244.5,,,,
2006,235,328.2,244.1,,,,
2007,235,330.9,242,,,,
2008,235,206.7,219.4,,,,
2009,235,177.6,178.3,,,,
2010,235,213.1,202.8,,,,
2011,235,242.4,208.1,,,,
2012,235,371.7,201.3,,,,
2013,235,318.5,209.7,,,,
2014,235,326.6,217.2,,,,
2015,235,318.8,209.5,,,,
2016,235,271.6,205.8,,,,
2017,235,302.1,193.2,,,,
2018,235,293.3,212.3,,,,
2019,235,320,222.8,,,,
1965,236,21.1,15.4,,,,
1966,236,22.3,16.3,,,,
1967,236,23.6,17.3,,,,
1968,236,24.8,18.2,,,,
1969,236,24.6,18,,,,
1970,236,24.3,17.8,,,,
1971,236,24,17.6,,,,
1972,236,23.7,17.4,,,,
1973,236,23.4,17.2,,,,
1974,236,25,18.3,,,,
1975,236,26.6,19.5,,,,
1976,236,28.2,20.7,,,,
1977,236,29.8,21.8,,,,
1978,236,31.4,23,,,,
1979,236,34.1,25,,,,
1980,236,36.9,27,,,,
1981,236,39.6,29,,,,
1982,236,42.3,31,,,,
1983,236,45,33,,,,
1984,236,47.8,35,,,,
1985,236,50.5,37,,,,
1986,236,53.2,39,,,,
1987,236,55.9,41,,,,
1988,236,58.7,43,,,,
1989,236,61.4,45,,,,
1990,236,77.3,56.6,,,,
1991,236,93.1,68.2,,,,
1992,236,109,79.8,,,,
1993,236,108.6,99.6,,,,
1994,236,87.4,116.6,,,,
1995,236,117.6,131,,,,
1996,236,150.6,177,,,,
1997,236,223.4,234.1,,,,
1998,236,297.4,293.4,,,,
1999,236,266.1,284.4,,,,
2000,236,365.7,386.1,,,,
2001,236,210.6,322.6,,,,
2002,236,186.8,235,,,,
2003,236,228.8,227,,,,
2004,236,265.7,235,,,,
2005,236,318.4,244.5,,,,
2006,236,328.2,244.1,,,,
2007,236,330.9,242,,,,
2008,236,206.7,219.4,,,,
2009,236,177.6,178.3,,,,
2010,236,213.1,202.8,,,,
2011,236,242.4,208.1,,,,
2012,236,371.7,201.3,,,,
2013,236,318.5,209.7,,,,
2014,236,326.6,217.2,,,,
2015,236,318.8,209.5,,,,
2016,236,271.6,205.8,,,,
2017,236,302.1,193.2,,,,
2018,236,293.3,212.3,,,,
2019,236,320,222.8,,,,
1965,237,21.1,15.4,,,,
1966,237,22.3,16.3,,,,
1967,237,23.6,17.3,,,,
1968,237,24.8,18.2,,,,
1969,237,24.6,18,,,,
1970,237,24.3,17.8,,,,
1971,237,24,17.6,,,,
1972,237,23.7,17.4,,,,
1973,237,23.4,17.2,,,,
1974,237,25,18.3,,,,
1975,237,26.6,19.5,,,,
1976,237,28.2,20.7,,,,
1977,237,29.8,21.8,,,,
1978,237,31.4,23,,,,
1979,237,34.1,25,,,,
1980,237,36.9,27,,,,
1981,237,39.6,29,,,,
1982,237,42.3,31,,,,
1983,237,45,33,,,,
1984,237,47.8,35,,,,
1985,237,50.5,37,,,,
1986,237,53.2,39,,,,
1987,237,55.9,41,,,,
1988,237,58.7,43,,,,
1989,237,61.4,45,,,,
1990,237,77.3,56.6,,,,
1991,237,93.1,68.2,,,,
1992,237,109,79.8,,,,
1993,237,108.6,99.6,,,,
1994,237,87.4,116.6,,,,
1995,237,117.6,131,,,,
1996,237,150.6,177,,,,
1997,237,223.4,234.1,,,,
1998,237,297.4,293.4,,,,
1999,237,266.1,284.4,,,,
2000,237,365.7,386.1,,,,
2001,237,210.6,322.6,,,,
2002,237,186.8,235,,,,
2003,237,228.8,227,,,,
2004,237,265.7,235,,,,
2005,237,318.4,244.5,,,,
2006,237,328.2,244.1,,,,
2007,237,330.9,242,,,,
2008,237,206.7,219.4,,,,
2009,237,177.6,178.3,,,,
2010,237,213.1,202.8,,,,
2011,237,242.4,208.1,,,,
2012,237,371.7,201.3,,,,
2013,237,318.5,209.7,,,,
2014,237,326.6,217.2,,,,
2015,237,318.8,209.5,,,,
2016,237,271.6,205.8,,,,
2017,237,302.1,193.2,,,,
2018,237,293.3,212.3,,,,
2019,237,320,222.8,,,,
1965,238,21.1,15.4,,,,
1966,238,22.3,16.3,,,,
1967,238,23.6,17.3,,,,
1968,238,24.8,18.2,,,,
1969,238,24.6,18,,,,
1970,238,24.3,17.8,,,,
1971,238,24,17.6,,,,
1972,238,23.7,17.4,,,,
1973,238,23.4,17.2,,,,
1974,238,25,18.3,,,,
1975,238,26.6,19.5,,,,
1976,238,28.2,20.7,,,,
1977,238,29.8,21.8,,,,
1978,238,31.4,23,,,,
1979,238,34.1,25,,,,
1980,238,36.9,27,,,,
1981,238,39.6,29,,,,
1982,238,42.3,31,,,,
1983,238,45,33,,,,
1984,238,47.8,35,,,,
1985,238,50.5,37,,,,
1986,238,53.2,39,,,,
1987,238,55.9,41,,,,
1988,238,58.7,43,,,,
1989,238,61.4,45,,,,
1990,238,77.3,56.6,,,,
1991,238,93.1,68.2,,,,
1992,238,109,79.8,,,,
1993,238,108.6,99.6,,,,
1994,238,87.4,116.6,,,,
1995,238,117.6,131,,,,
1996,238,150.6,177,,,,
1997,238,223.4,234.1,,,,
1998,238,297.4,293.4,,,,
1999,238,266.1,284.4,,,,
2000,238,365.7,386.1,,,,
2001,238,210.6,322.6,,,,
2002,238,186.8,235,,,,
2003,238,228.8,227,,,,
2004,238,265.7,235,,,,
2005,238,318.4,244.5,,,,
2006,238,328.2,244.1,,,,
2007,238,330.9,242,,,,
2008,238,206.7,219.4,,,,
2009,238,177.6,178.3,,,,
2010,238,213.1,202.8,,,,
2011,238,242.4,208.1,,,,
2012,238,371.7,201.3,,,,
2013,238,318.5,209.7,,,,
2014,238,326.6,217.2,,,,
2015,238,318.8,209.5,,,,
2016,238,271.6,205.8,,,,
2017,238,302.1,193.2,,,,
2018,238,293.3,212.3,,,,
2019,238,320,222.8,,,,
1965,239,21.1,15.4,,,,
1966,239,22.3,16.3,,,,
1967,239,23.6,17.3,,,,
1968,239,24.8,18.2,,,,
1969,239,24.6,18,,,,
1970,239,24.3,17.8,,,,
1971,239,24,17.6,,,,
1972,239,23.7,17.4,,,,
1973,239,23.4,17.2,,,,
1974,239,25,18.3,,,,
1975,239,26.6,19.5,,,,
1976,239,28.2,20.7,,,,
1977,239,29.8,21.8,,,,
1978,239,31.4,23,,,,
1979,239,34.1,25,,,,
1980,239,36.9,27,,,,
1981,239,39.6,29,,,,
1982,239,42.3,31,,,,
1983,239,45,33,,,,
1984,239,47.8,35,,,,
1985,239,50.5,37,,,,
1986,239,53.2,39,,,,
1987,239,55.9,41,,,,
1988,239,58.7,43,,,,
1989,239,61.4,45,,,,
1990,239,77.3,56.6,,,,
1991,239,93.1,68.2,,,,
1992,239,109,79.8,,,,
1993,239,108.6,99.6,,,,
1994,239,87.4,116.6,,,,
1995,239,117.6,131,,,,
1996,239,150.6,177,,,,
1997,239,223.4,234.1,,,,
1998,239,297.4,293.4,,,,
1999,239,266.1,284.4,,,,
2000,239,365.7,386.1,,,,
2001,239,210.6,322.6,,,,
2002,239,186.8,235,,,,
2003,239,228.8,227,,,,
2004,239,265.7,235,,,,
2005,239,318.4,244.5,,,,
2006,239,328.2,244.1,,,,
2007,239,330.9,242,,,,
2008,239,206.7,219.4,,,,
2009,239,177.6,178.3,,,,
2010,239,213.1,202.8,,,,
2011,239,242.4,208.1,,,,
2012,239,371.7,201.3,,,,
2013,239,318.5,209.7,,,,
2014,239,326.6,217.2,,,,
2015,239,318.8,209.5,,,,
2016,239,271.6,205.8,,,,
2017,239,302.1,193.2,,,,
2018,239,293.3,212.3,,,,
2019,239,320,222.8,,,,
1965,240,21.1,15.4,,,,
1966,240,22.3,16.3,,,,
1967,240,23.6,17.3,,,,
1968,240,24.8,18.2,,,,
1969,240,24.6,18,,,,
1970,240,24.3,17.8,,,,
1971,240,24,17.6,,,,
1972,240,23.7,17.4,,,,
1973,240,23.4,17.2,,,,
1974,240,25,18.3,,,,
1975,240,26.6,19.5,,,,
1976,240,28.2,20.7,,,,
1977,240,29.8,21.8,,,,
1978,240,31.4,23,,,,
1979,240,34.1,25,,,,
1980,240,36.9,27,,,,
1981,240,39.6,29,,,,
1982,240,42.3,31,,,,
1983,240,45,33,,,,
1984,240,47.8,35,,,,
1985,240,50.5,37,,,,
1986,240,53.2,39,,,,
1987,240,55.9,41,,,,
1988,240,58.7,43,,,,
1989,240,61.4,45,,,,
1990,240,77.3,56.6,,,,
1991,240,93.1,68.2,,,,
1992,240,109,79.8,,,,
1993,240,108.6,99.6,,,,
1994,240,87.4,116.6,,,,
1995,240,117.6,131,,,,
1996,240,150.6,177,,,,
1997,240,223.4,234.1,,,,
1998,240,297.4,293.4,,,,
1999,240,266.1,284.4,,,,
2000,240,365.7,386.1,,,,
2001,240,210.6,322.6,,,,
2002,240,186.8,235,,,,
2003,240,228.8,227,,,,
2004,240,265.7,235,,,,
2005,240,318.4,244.5,,,,
2006,240,328.2,244.1,,,,
2007,240,330.9,242,,,,
2008,240,206.7,219.4,,,,
2009,240,177.6,178.3,,,,
2010,240,213.1,202.8,,,,
2011,240,242.4,208.1,,,,
2012,240,371.7,201.3,,,,
2013,240,318.5,209.7,,,,
2014,240,326.6,217.2,,,,
2015,240,318.8,209.5,,,,
2016,240,271.6,205.8,,,,
2017,240,302.1,193.2,,,,
2018,240,293.3,212.3,,,,
2019,240,320,222.8,,,,
1965,241,21.1,15.4,,,,
1966,241,22.3,16.3,,,,
1967,241,23.6,17.3,,,,
1968,241,24.8,18.2,,,,
1969,241,24.6,18,,,,
1970,241,24.3,17.8,,,,
1971,241,24,17.6,,,,
1972,241,23.7,17.4,,,,
1973,241,23.4,17.2,,,,
1974,241,25,18.3,,,,
1975,241,26.6,19.5,,,,
1976,241,28.2,20.7,,,,
1977,241,29.8,21.8,,,,
1978,241,31.4,23,,,,
1979,241,34.1,25,,,,
1980,241,36.9,27,,,,
1981,241,39.6,29,,,,
1982,241,42.3,31,,,,
1983,241,45,33,,,,
1984,241,47.8,35,,,,
1985,241,50.5,37,,,,
1986,241,53.2,39,,,,
1987,241,55.9,41,,,,
1988,241,58.7,43,,,,
1989,241,61.4,45,,,,
1990,241,77.3,56.6,,,,
1991,241,93.1,68.2,,,,
1992,241,109,79.8,,,,
1993,241,108.6,99.6,,,,
1994,241,87.4,116.6,,,,
1995,241,117.6,131,,,,
1996,241,150.6,177,,,,
1997,241,223.4,234.1,,,,
1998,241,297.4,293.4,,,,
1999,241,266.1,284.4,,,,
2000,241,365.7,386.1,,,,
2001,241,210.6,322.6,,,,
2002,241,186.8,235,,,,
2003,241,228.8,227,,,,
2004,241,265.7,235,,,,
2005,241,318.4,244.5,,,,
2006,241,328.2,244.1,,,,
2007,241,330.9,242,,,,
2008,241,206.7,219.4,,,,
2009,241,177.6,178.3,,,,
2010,241,213.1,202.8,,,,
2011,241,242.4,208.1,,,,
2012,241,371.7,201.3,,,,
2013,241,318.5,209.7,,,,
2014,241,326.6,217.2,,,,
2015,241,318.8,209.5,,,,
2016,241,271.6,205.8,,,,
2017,241,302.1,193.2,,,,
2018,241,293.3,212.3,,,,
2019,241,320,222.8,,,,
1965,242,21.1,15.4,,,,
1966,242,22.3,16.3,,,,
1967,242,23.6,17.3,,,,
1968,242,24.8,18.2,,,,
1969,242,24.6,18,,,,
1970,242,24.3,17.8,,,,
1971,242,24,17.6,,,,
1972,242,23.7,17.4,,,,
1973,242,23.4,17.2,,,,
1974,242,25,18.3,,,,
1975,242,26.6,19.5,,,,
1976,242,28.2,20.7,,,,
1977,242,29.8,21.8,,,,
1978,242,31.4,23,,,,
1979,242,34.1,25,,,,
1980,242,36.9,27,,,,
1981,242,39.6,29,,,,
1982,242,42.3,31,,,,
1983,242,45,33,,,,
1984,242,47.8,35,,,,
1985,242,50.5,37,,,,
1986,242,53.2,39,,,,
1987,242,55.9,41,,,,
1988,242,58.7,43,,,,
1989,242,61.4,45,,,,
1990,242,77.3,56.6,,,,
1991,242,93.1,68.2,,,,
1992,242,109,79.8,,,,
1993,242,108.6,99.6,,,,
1994,242,87.4,116.6,,,,
1995,242,117.6,131,,,,
1996,242,150.6,177,,,,
1997,242,223.4,234.1,,,,
1998,242,297.4,293.4,,,,
1999,242,266.1,284.4,,,,
2000,242,365.7,386.1,,,,
2001,242,210.6,322.6,,,,
2002,242,186.8,235,,,,
2003,242,228.8,227,,,,
2004,242,265.7,235,,,,
2005,242,318.4,244.5,,,,
2006,242,328.2,244.1,,,,
2007,242,330.9,242,,,,
2008,242,206.7,219.4,,,,
2009,242,177.6,178.3,,,,
2010,242,213.1,202.8,,,,
2011,242,242.4,208.1,,,,
2012,242,371.7,201.3,,,,
2013,242,318.5,209.7,,,,
2014,242,326.6,217.2,,,,
2015,242,318.8,209.5,,,,
2016,242,271.6,205.8,,,,
2017,242,302.1,193.2,,,,
2018,242,293.3,212.3,,,,
2019,242,320,222.8,,,,
1965,243,21.1,15.4,,,,
1966,243,22.3,16.3,,,,
1967,243,23.6,17.3,,,,
1968,243,24.8,18.2,,,,
1969,243,24.6,18,,,,
1970,243,24.3,17.8,,,,
1971,243,24,17.6,,,,
1972,243,23.7,17.4,,,,
1973,243,23.4,17.2,,,,
1974,243,25,18.3,,,,
1975,243,26.6,19.5,,,,
1976,243,28.2,20.7,,,,
1977,243,29.8,21.8,,,,
1978,243,31.4,23,,,,
1979,243,34.1,25,,,,
1980,243,36.9,27,,,,
1981,243,39.6,29,,,,
1982,243,42.3,31,,,,
1983,243,45,33,,,,
1984,243,47.8,35,,,,
1985,243,50.5,37,,,,
1986,243,53.2,39,,,,
1987,243,55.9,41,,,,
1988,243,58.7,43,,,,
1989,243,61.4,45,,,,
1990,243,77.3,56.6,,,,
1991,243,93.1,68.2,,,,
1992,243,109,79.8,,,,
1993,243,108.6,99.6,,,,
1994,243,87.4,116.6,,,,
1995,243,117.6,131,,,,
1996,243,150.6,177,,,,
1997,243,223.4,234.1,,,,
1998,243,297.4,293.4,,,,
1999,243,266.1,284.4,,,,
2000,243,365.7,386.1,,,,
2001,243,210.6,322.6,,,,
2002,243,186.8,235,,,,
2003,243,228.8,227,,,,
2004,243,265.7,235,,,,
2005,243,318.4,244.5,,,,
2006,243,328.2,244.1,,,,
2007,243,330.9,242,,,,
2008,243,206.7,219.4,,,,
2009,243,177.6,178.3,,,,
2010,243,213.1,202.8,,,,
2011,243,242.4,208.1,,,,
2012,243,371.7,201.3,,,,
2013,243,318.5,209.7,,,,
2014,243,326.6,217.2,,,,
2015,243,318.8,209.5,,,,
2016,243,271.6,205.8,,,,
2017,243,302.1,193.2,,,,
2018,243,293.3,212.3,,,,
2019,243,320,222.8,,,,
1965,244,21.1,15.4,,,,
1966,244,22.3,16.3,,,,
1967,244,23.6,17.3,,,,
1968,244,24.8,18.2,,,,
1969,244,24.6,18,,,,
1970,244,24.3,17.8,,,,
1971,244,24,17.6,,,,
1972,244,23.7,17.4,,,,
1973,244,23.4,17.2,,,,
1974,244,25,18.3,,,,
1975,244,26.6,19.5,,,,
1976,244,28.2,20.7,,,,
1977,244,29.8,21.8,,,,
1978,244,31.4,23,,,,
1979,244,34.1,25,,,,
1980,244,36.9,27,,,,
1981,244,39.6,29,,,,
1982,244,42.3,31,,,,
1983,244,45,33,,,,
1984,244,47.8,35,,,,
1985,244,50.5,37,,,,
1986,244,53.2,39,,,,
1987,244,55.9,41,,,,
1988,244,58.7,43,,,,
1989,244,61.4,45,,,,
1990,244,77.3,56.6,,,,
1991,244,93.1,68.2,,,,
1992,244,109,79.8,,,,
1993,244,108.6,99.6,,,,
1994,244,87.4,116.6,,,,
1995,244,117.6,131,,,,
1996,244,150.6,177,,,,
1997,244,223.4,234.1,,,,
1998,244,297.4,293.4,,,,
1999,244,266.1,284.4,,,,
2000,244,365.7,386.1,,,,
2001,244,210.6,322.6,,,,
2002,244,186.8,235,,,,
2003,244,228.8,227,,,,
2004,244,265.7,235,,,,
2005,244,318.4,244.5,,,,
2006,244,328.2,244.1,,,,
2007,244,330.9,242,,,,
2008,244,206.7,219.4,,,,
2009,244,177.6,178.3,,,,
2010,244,213.1,202.8,,,,
2011,244,242.4,208.1,,,,
2012,244,371.7,201.3,,,,
2013,244,318.5,209.7,,,,
2014,244,326.6,217.2,,,,
2015,244,318.8,209.5,,,,
2016,244,271.6,205.8,,,,
2017,244,302.1,193.2,,,,
2018,244,293.3,212.3,,,,
2019,244,320,222.8,,,,
1965,245,21.1,15.4,,,,
1966,245,22.3,16.3,,,,
1967,245,23.6,17.3,,,,
1968,245,24.8,18.2,,,,
1969,245,24.6,18,,,,
1970,245,24.3,17.8,,,,
1971,245,24,17.6,,,,
1972,245,23.7,17.4,,,,
1973,245,23.4,17.2,,,,
1974,245,25,18.3,,,,
1975,245,26.6,19.5,,,,
1976,245,28.2,20.7,,,,
1977,245,29.8,21.8,,,,
1978,245,31.4,23,,,,
1979,245,34.1,25,,,,
1980,245,36.9,27,,,,
1981,245,39.6,29,,,,
1982,245,42.3,31,,,,
1983,245,45,33,,,,
1984,245,47.8,35,,,,
1985,245,50.5,37,,,,
1986,245,53.2,39,,,,
1987,245,55.9,41,,,,
1988,245,58.7,43,,,,
1989,245,61.4,45,,,,
1990,245,77.3,56.6,,,,
1991,245,93.1,68.2,,,,
1992,245,109,79.8,,,,
1993,245,108.6,99.6,,,,
1994,245,87.4,116.6,,,,
1995,245,117.6,131,,,,
1996,245,150.6,177,,,,
1997,245,223.4,234.1,,,,
1998,245,297.4,293.4,,,,
1999,245,266.1,284.4,,,,
2000,245,365.7,386.1,,,,
2001,245,210.6,322.6,,,,
2002,245,186.8,235,,,,
2003,245,228.8,227,,,,
2004,245,265.7,235,,,,
2005,245,318.4,244.5,,,,
2006,245,328.2,244.1,,,,
2007,245,330.9,242,,,,
2008,245,206.7,219.4,,,,
2009,245,177.6,178.3,,,,
2010,245,213.1,202.8,,,,
2011,245,242.4,208.1,,,,
2012,245,371.7,201.3,,,,
2013,245,318.5,209.7,,,,
2014,245,326.6,217.2,,,,
2015,245,318.8,209.5,,,,
2016,245,271.6,205.8,,,,
2017,245,302.1,193.2,,,,
2018,245,293.3,212.3,,,,
2019,245,320,222.8,,,,
1965,246,21.1,15.4,,,,
1966,246,22.3,16.3,,,,
1967,246,23.6,17.3,,,,
1968,246,24.8,18.2,,,,
1969,246,24.6,18,,,,
1970,246,24.3,17.8,,,,
1971,246,24,17.6,,,,
1972,246,23.7,17.4,,,,
1973,246,23.4,17.2,,,,
1974,246,25,18.3,,,,
1975,246,26.6,19.5,,,,
1976,246,28.2,20.7,,,,
1977,246,29.8,21.8,,,,
1978,246,31.4,23,,,,
1979,246,34.1,25,,,,
1980,246,36.9,27,,,,
1981,246,39.6,29,,,,
1982,246,42.3,31,,,,
1983,246,45,33,,,,
1984,246,47.8,35,,,,
1985,246,50.5,37,,,,
1986,246,53.2,39,,,,
1987,246,55.9,41,,,,
1988,246,58.7,43,,,,
1989,246,61.4,45,,,,
1990,246,77.3,56.6,,,,
1991,246,93.1,68.2,,,,
1992,246,109,79.8,,,,
1993,246,108.6,99.6,,,,
1994,246,87.4,116.6,,,,
1995,246,117.6,131,,,,
1996,246,150.6,177,,,,
1997,246,223.4,234.1,,,,
1998,246,297.4,293.4,,,,
1999,246,266.1,284.4,,,,
2000,246,365.7,386.1,,,,
2001,246,210.6,322.6,,,,
2002,246,186.8,235,,,,
2003,246,228.8,227,,,,
2004,246,265.7,235,,,,
2005,246,318.4,244.5,,,,
2006,246,328.2,244.1,,,,
2007,246,330.9,242,,,,
2008,246,206.7,219.4,,,,
2009,246,177.6,178.3,,,,
2010,246,213.1,202.8,,,,
2011,246,242.4,208.1,,,,
2012,246,371.7,201.3,,,,
2013,246,318.5,209.7,,,,
2014,246,326.6,217.2,,,,
2015,246,318.8,209.5,,,,
2016,246,271.6,205.8,,,,
2017,246,302.1,193.2,,,,
2018,246,293.3,212.3,,,,
2019,246,320,222.8,,,,
1965,247,21.1,15.4,,,,
1966,247,22.3,16.3,,,,
1967,247,23.6,17.3,,,,
1968,247,24.8,18.2,,,,
1969,247,24.6,18,,,,
1970,247,24.3,17.8,,,,
1971,247,24,17.6,,,,
1972,247,23.7,17.4,,,,
1973,247,23.4,17.2,,,,
1974,247,25,18.3,,,,
1975,247,26.6,19.5,,,,
1976,247,28.2,20.7,,,,
1977,247,29.8,21.8,,,,
1978,247,31.4,23,,,,
1979,247,34.1,25,,,,
1980,247,36.9,27,,,,
1981,247,39.6,29,,,,
1982,247,42.3,31,,,,
1983,247,45,33,,,,
1984,247,47.8,35,,,,
1985,247,50.5,37,,,,
1986,247,53.2,39,,,,
1987,247,55.9,41,,,,
1988,247,58.7,43,,,,
1989,247,61.4,45,,,,
1990,247,77.3,56.6,,,,
1991,247,93.1,68.2,,,,
1992,247,109,79.8,,,,
1993,247,108.6,99.6,,,,
1994,247,87.4,116.6,,,,
1995,247,117.6,131,,,,
1996,247,150.6,177,,,,
1997,247,223.4,234.1,,,,
1998,247,297.4,293.4,,,,
1999,247,266.1,284.4,,,,
2000,247,365.7,386.1,,,,
2001,247,210.6,322.6,,,,
2002,247,186.8,235,,,,
2003,247,228.8,227,,,,
2004,247,265.7,235,,,,
2005,247,318.4,244.5,,,,
2006,247,328.2,244.1,,,,
2007,247,330.9,242,,,,
2008,247,206.7,219.4,,,,
2009,247,177.6,178.3,,,,
2010,247,213.1,202.8,,,,
2011,247,242.4,208.1,,,,
2012,247,371.7,201.3,,,,
2013,247,318.5,209.7,,,,
2014,247,326.6,217.2,,,,
2015,247,318.8,209.5,,,,
2016,247,271.6,205.8,,,,
2017,247,302.1,193.2,,,,
2018,247,293.3,212.3,,,,
2019,247,320,222.8,,,,
1965,248,21.1,15.4,,,,
1966,248,22.3,16.3,,,,
1967,248,23.6,17.3,,,,
1968,248,24.8,18.2,,,,
1969,248,24.6,18,,,,
1970,248,24.3,17.8,,,,
1971,248,24,17.6,,,,
1972,248,23.7,17.4,,,,
1973,248,23.4,17.2,,,,
1974,248,25,18.3,,,,
1975,248,26.6,19.5,,,,
1976,248,28.2,20.7,,,,
1977,248,29.8,21.8,,,,
1978,248,31.4,23,,,,
1979,248,34.1,25,,,,
1980,248,36.9,27,,,,
1981,248,39.6,29,,,,
1982,248,42.3,31,,,,
1983,248,45,33,,,,
1984,248,47.8,35,,,,
1985,248,50.5,37,,,,
1986,248,53.2,39,,,,
